"system:index","RTENAME","RTENO","area","year",".geo"
362,"11-202 NITNAT",NA,10.78058016878063,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,"11-206 SLOCAN",NA,9.191118852052698,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,"11-408 OLIVER",NA,6.012437727696077,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,"11-454 BOWRON",NA,3.2879055912377453,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,"11-613 COOMBS",NA,15.280418817738967,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,"STIKINE RIVER",NA,10.223376135768994,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,"04-205 COLEMAN",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,"11-007 NEEDLES",NA,8.526403691681988,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,"11-010 SEABIRD",NA,15.103289147441776,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,"11-013 ALBERNI",NA,9.240314918137262,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,"11-015 ELKFORD",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,"11-018 ZINCTON",NA,6.739097147012864,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,"11-022 CANFORD",NA,14.851329288955272,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,"11-042 GOSNELL",NA,7.510787292126225,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,"11-053 MCBRIDE",NA,5.7710618653033094,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,"11-054 WINGDAM",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,"11-058 DUNSTER",NA,6.335576974586397,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,"11-071 LAKELSE",NA,14.37582196925552,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,"11-081 KISPIOX",NA,12.203872844699744,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,"11-101 Saltair",NA,14.195011967447916,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,"11-198 MASSETT",NA,16.21987542650121,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,"11-205 CRESTON",NA,15.752839942156866,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,"11-209 ASHNOLA",NA,1.4726025889705885,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,"11-218 GERRARD",NA,2.964427334895833,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,"11-256 PUNCHAW",NA,1.4531398465073528,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,"11-371 Kitimat",NA,15.672655379411776,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,"11-510 Chaumox",NA,13.673413486335788,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,"11-609 BROMLEY",NA,2.9993827899050243,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,"11-711 Mud Bay",NA,16.012546827006766,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,"93-314 KLUKSHU",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,"04-005 SENTINEL",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,"11-023 SHALALTH",NA,0.03053275779718137,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,"11-055 FERNDALE",NA,3.906823111443016,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,"11-070 SMITHERS",NA,13.00383346703431,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,"11-072 KWINITSA",NA,10.649255834267766,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,"11-093 MEZIADIN",NA,3.3299802303308823,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,"11-116 KOOTENAY",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,"11-201 VICTORIA",NA,14.372960250306376,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,"11-222 PAVILION",NA,8.562552235263478,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,"11-233 CHU CHUA",NA,13.650504768183213,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,"11-244 HORSEFLY",NA,7.173810768167894,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,"11-412 SQUAMISH",NA,10.379454227389708,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,"11-621 KAMLOOPS",NA,9.722193205361515,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,"11-001 CHEMAINUS",NA,13.99881712222732,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,"11-005 KUSKONOOK",NA,5.3461325492953415,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,"11-009 PRINCETON",NA,0.6644521032935049,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,"11-027 EVE RIVER",NA,11.374052604273896,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,"11-069 MT MORICE",NA,6.142980167417277,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,"11-114 ASH RIVER",NA,9.180489992356009,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,"11-117 GNAT PASS",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,"11-220 LAVINGTON",NA,14.675888073299635,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,"11-223 PEMBERTON",NA,11.086090024693624,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,"11-282 CRANBERRY",NA,6.770013087224266,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,"11-311 COQUITLAM",NA,17.322192643719355,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,"11-313 DUCK LAKE",NA,15.462701001455285,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,"11-335 Dog Creek",NA,13.581410471277584,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,"11-409 BROOKMERE",NA,3.3392060052083328,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,"11-422 HAT CREEK",NA,5.675673170664827,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,"11-514 COURTENAY",NA,14.331482198988978,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,"11-608 PARK RILL",NA,10.194293808946073,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
422,"11-008 BEAVERDELL",NA,6.529638688235291,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
423,"11-014 ELSIE LAKE",NA,10.158959837484684,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
424,"11-019 MABEL LAKE",NA,15.237265496844357,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,"11-020 SALMON ARM",NA,15.189192229518987,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,"11-026 CAMPBELL R",NA,12.806080701669725,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,"11-028 PORT HARDY",NA,13.076761883976715,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,"11-034 MEADOWLAKE",NA,0.9724051751991424,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
429,"11-057 KENNEY DAM",NA,0.94114030903799,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,"11-082 NASS RIVER",NA,7.038821859359678,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
431,"11-102 Fairy Lake",NA,8.0792108759038,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,"11-118 BEAVERFOOT",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,"11-137 PENNINGTON",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,"11-150 GOLD RIVER",NA,8.957806218183206,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,"11-200 MORESBY IS",NA,14.023156985294133,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,"11-208 SUMMERLAND",NA,7.163093544607848,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,"11-210 CHILLIWACK",NA,9.323278278094367,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,"11-212 POINT GREY",NA,14.387104281632958,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,"11-232 ADAMS LAKE",NA,14.059673617708327,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,"11-237 TATLA LAKE",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,"11-248 NIMPO LAKE",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,"11-316 WINDERMERE",NA,3.035709798207721,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,"11-414 COMOX LAKE",NA,13.579017906556375,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,"11-426 QUADRA IS.",NA,12.401299052251844,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,"11-611 Barrowtown",NA,20.33148071556381,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,"11-900 SYRINGA CR",NA,10.106855197656248,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,"11-003 BORDER ROAD",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,"11-016 COLUMBIA LK",NA,4.3168595352788,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
449,"11-033 Bridge Lake",NA,4.236037539537376,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
450,"11-036 CARDIFF MTN",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
451,"11-037 TATLAYOKO L",NA,0.0321182370557598,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
452,"11-045 WILLIAMS LK",NA,10.89956602611826,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
453,"11-049 BELLA COOLA",NA,11.443363469209556,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
454,"11-065 MCLEOD LAKE",NA,4.287566086856619,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
455,"11-067 FRASER LAKE",NA,10.388593451470587,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,"11-133 Eaganbridge",NA,4.612442915364582,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,"11-167 Ormond Lake",NA,6.439065040962009,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,"11-181 Glen Vowell",NA,13.549326943780637,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,"11-207 GRAND FORKS",NA,9.4503213693474315,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,"11-213 SALTERY BAY",NA,14.961705766222437,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,"11-216 CANAL FLATS",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,"11-226 STELLA LAKE",NA,10.588233865808826,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,"11-228 VICTORIA LK",NA,10.687508660830268,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,"11-235 RISKE CREEK",NA,3.82902178393076,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,"11-245 MELDRUM CR.",NA,8.420165468474263,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,"11-265 SUMMIT LAKE",NA,10.05382629163602,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,"11-267 Pinchi Lake",NA,4.58964097743566,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,"11-271 KITSUMKALUM",NA,14.57973086879596,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,"11-317 DUNCAN LAKE",NA,3.28996702176777,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,"11-323 PEM MEADOWS",NA,14.602642164813114,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
471,"11-411 Maple Ridge",NA,16.414381328921543,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
472,"11-413 NANAIMO RIV",NA,13.898745764047192,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
473,"11-419 CREIGHTON V",NA,4.7648417167279415,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
474,"11-420 CANOE POINT",NA,13.98086428062193,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
475,"11-423 DUFFEY LAKE",NA,1.6149530942555146,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,"11-430 SUCCOUR CR.",NA,1.179889582965686,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
477,"11-511 Skookumchuk",NA,11.651374286136653,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
478,"11-709 OSPREY LAKE",NA,2.12032091404718,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
479,"04-105 WATERTON PRK",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
480,"11-002 PORT RENFREW",NA,8.862997615624993,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,"11-012 SUNSHINE CST",NA,14.892692117539848,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,"11-030 ESPLANADE RG",NA,3.67762866807598,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
483,"11-031 GOLDSTREAM R",NA,7.510333096691179,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
484,"11-032 SCOTCH CREEK",NA,5.238635511029411,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
485,"11-043 HENDRIX LAKE",NA,1.0634644265012256,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
486,"11-044 KEITHLEY CR.",NA,1.2920534244485296,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
487,"11-046 ALEXIS CREEK",NA,0.999272833838848,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,"11-048 HECKMAN PASS",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,"11-068 PINKUT CREEK",NA,0.5181564494485295,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,"11-075 WILLISTON LK",NA,0.3924943056372549,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,"11-131 Big Bend Hwy",NA,6.972874628538598,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
492,"11-139 CHILKAT PASS",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
493,"11-153 FRASER RIVER",NA,7.772841193811279,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
494,"11-211 PITT MEADOWS",NA,12.367424036197912,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
495,"11-214 WICKANINNISH",NA,14.382870307827824,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
496,"11-221 PLEASANT VAL",NA,8.133403580024508,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
497,"11-230 ILLECILEWAET",NA,0.14539978299632353,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
498,"11-234 LAC LA HACHE",NA,7.76639197403493,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
499,"11-254 SUGARBOWL MT",NA,2.492636869102328,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
500,"11-270 TELKWA HI RD",NA,14.149515665716898,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
501,"11-304 Premier Lake",NA,8.802124925352329,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
502,"11-401 SALT SPR. IS",NA,13.26413814411764,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,"11-402 COWICHAN LK.",NA,10.434162052328432,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,"11-407 CHRISTIAN VL",NA,6.67748188310356,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,"11-721 LOWER NICOLA",NA,11.229437862500005,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
506,"11-017 SPILLIMACHEEN",NA,4.955188817876836,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,"11-079 Kwanika Creek",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,"11-083 Gitwinksihlkw",NA,12.037225676639096,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
509,"11-106 Kinaskan Lake",NA,0.07120982682291666,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
510,"11-126 CAMPBELL LAKE",NA,13.42672836317402,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
511,"11-199 Rennell Sound",NA,8.749628799234072,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
512,"11-217 TOBY CREEK RD",NA,0.8958409072457107,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
513,"11-236 FLETCHER LAKE",NA,0.2785473883578431,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
514,"11-255 PRINCE GEORGE",NA,13.605386501179533,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
515,"11-299 Port Clements",NA,13.782557382735911,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
516,"11-309 UPPER ASHNOLA",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
517,"11-328 Nahwitti Lake",NA,12.824335503936895,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
518,"11-339 HAINES SUMMIT",NA,0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
519,"11-513 Texada Island",NA,9.535596519822302,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
520,"11-300 Skidegate Lake",NA,14.254132784344376,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
521,"11-612 SQUAMISH RIVER",NA,13.337260192984072,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
522,"11-614 Mt. Washington",NA,10.943537978538608,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
523,"11-622 BOTANIE VALLEY",NA,6.223439214629289,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
524,"11-229 BLAEBERRY RIVER",NA,1.922808376194853,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
525,"11-410 CHILLIWACK LAKE",NA,0.9896882398284312,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
526,"11-078 GERMANSEN LANDING",NA,0.16757266234681373,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,"11-310 Silver Skagit Road",NA,0.4132911713082108,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"BLY",69060,1.2481461234681372,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"ALMO",33226,4.823187748360908,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,"EWAN",89039,5.317560469286151,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,"GLEN",53137,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,"JOEL",33204,12.925746327833942,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,"LIMA",53097,0.15691305661764707,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,"LYNN",85024,2.6091337360600493,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,"MESA",89082,1.9677800487285535,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,"ROME",69164,0.09199508284313725,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,"RUCH",69226,6.635710865655639,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,"SCIO",69034,15.724120161596195,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,"SULA",53036,0.5111646067708334,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,"TROY",69207,0.15360736853553922,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,"ADAIR",69033,17.443095313311883,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,"ALBEE",69006,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,"ARLEE",53015,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,"AVERY",33003,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,"BAKER",33010,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,"BATES",33222,3.1523441362745093,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,"CAMAS",89024,15.979776274310684,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,"CANBY",69202,15.510051793933815,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,"CAREY",33220,1.8717865480851712,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,"CECIL",69205,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,"CRANE",69223,1.274572299280024,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,"DERBY",69027,15.223703589093132,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,"FLORA",69007,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,"GREEN",69218,15.61970071165748,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,"INDEX",89073,8.232652542922795,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,"MOOSE",92036,2.6384972125306367,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,"NOXON",53101,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,"RIRIE",33022,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,"SALEM",69237,15.870410526669737,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,"SELMA",69250,8.200453618535537,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,"TWISP",89005,9.158954230300244,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,"UNITY",69214,2.0924334310355395,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,"ADRIAN",69056,1.478791766482843,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,"ALPINE",92051,0.6859941087009803,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,"ASOTIN",89023,2.5849181490655644,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,"COBALT",33209,0.8972303228094363,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,"COOLIN",33029,8.795978550949751,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,"COUGAR",89018,15.74000330710784,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,"CURLEW",89051,5.352308952282473,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,"CUSICK",89032,3.674487619270833,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,"DAYTON",69040,16.397072943887867,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,"DORRIS",14166,12.88260511922487,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,"DUBOIS",33015,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,"ELKTON",69050,14.822974940471813,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,"GOLDEN",33008,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,"ILWACO",89040,16.139813472840075,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,"IMNAHA",69008,2.6736538609681366,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,"JOSEPH",69035,0.03311270294117646,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,"KELLER",89007,6.256010658731617,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,"LORANE",69243,25.96220238321077,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,"MADRAS",69211,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,"MALDEN",89058,16.47644657428002,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,"MAZAMA",89068,0.2085993924785539,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,"MERCER",89021,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,"NAPLES",33001,8.931010622916663,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,"OCHOCO",69212,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,"ODESSA",89076,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,"OZETTE",89001,15.22334623642769,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,"PE ELL",89078,15.648043049800869,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,"PICABO",33219,8.875808718121938,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,"PIERCE",33205,4.113966568795957,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,"POLSON",53014,3.5445621392769584,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,"QUINCY",89037,1.637850604473039,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,"RONALD",89035,10.290836636917897,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,"SALADO",69009,14.719373852987122,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,"SPARTA",69038,4.574315436351102,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,"TIMBER",69001,12.763947566620717,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,"UMPQUA",69018,13.266613280269606,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,"VERLOT",89904,6.263138167371321,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,"VICTOR",53901,0.3421184500306373,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,"WAPATO",89020,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,"WILBUR",89038,1.983095491758577,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,"WILSON",92052,1.3947783665287992,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,"YAKIMA",89081,1.1268551203584556,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,"ACEQUIA",33026,5.062645411473652,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,"AUGUSTA",53016,0.0422132890625,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,"BLITZEN",69030,0.4194087793045343,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,"BOULDER",53028,3.792894118321075,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,"BRADMAN",53904,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,"CARLTON",89049,0.247258761963848,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,"CHALLIS",33013,1.7247089705116418,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,"CLINTON",53026,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,"CONNELL",89022,0.1441704208180147,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,"CRATERS",33020,6.482620022916667,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,"CROWLEY",69024,0,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,"EVERETT",89034,15.667908992064964,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,"GIFFORD",33004,10.8062359206495,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,"GLACIER",89028,1.412585139031863,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,"GLASGOW",69117,13.799850926792288,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,"GRANITE",69049,2.5134748906709556,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,"KENDALL",89027,15.210742536963856,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,"LAURIER",89070,9.553554597273283,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
